FIPS,danger,bins_num,bins_labels
21127,286,2,Medium Risk
21129,358,2,Medium Risk
21131,398,2,Medium Risk
21133,451,3,High Risk
21135,214,2,Medium Risk
21137,152,2,Medium Risk
21139,446,3,High Risk
21141,240,2,Medium Risk
21143,337,2,Medium Risk
21145,644,3,High Risk
21147,309,2,Medium Risk
21149,384,2,Medium Risk
21151,308,2,Medium Risk
21153,320,2,Medium Risk
21155,158,2,Medium Risk
21157,523,3,High Risk
21159,275,2,Medium Risk
21161,213,2,Medium Risk
21163,203,2,Medium Risk
21165,260,2,Medium Risk
21167,158,2,Medium Risk
21169,155,2,Medium Risk
21171,138,1,Low Risk
21173,306,2,Medium Risk
21175,426,3,High Risk
21177,516,3,High Risk
21179,283,2,Medium Risk
21181,131,1,Low Risk
21183,295,2,Medium Risk
21185,250,2,Medium Risk
21187,236,2,Medium Risk
21189,266,2,Medium Risk
21191,213,2,Medium Risk
21193,461,3,High Risk
21195,769,3,High Risk
21197,408,3,High Risk
21199,616,3,High Risk
21201,96,1,Low Risk
21203,294,2,Medium Risk
21205,313,2,Medium Risk
21207,160,2,Medium Risk
21209,232,2,Medium Risk
21211,223,2,Medium Risk
21213,168,2,Medium Risk
21215,147,1,Low Risk
21217,258,2,Medium Risk
21219,405,3,High Risk
21221,459,3,High Risk
21223,157,2,Medium Risk
21225,445,3,High Risk
21227,398,2,Medium Risk
21229,133,1,Low Risk
21231,281,2,Medium Risk
21233,401,2,Medium Risk
21235,458,3,High Risk
21237,321,2,Medium Risk
21239,148,2,Medium Risk
22001,223,2,Medium Risk
22003,215,2,Medium Risk
22005,121,1,Low Risk
22007,64,1,Low Risk
22009,217,2,Medium Risk
22011,283,2,Medium Risk
22013,332,2,Medium Risk
22015,631,3,High Risk
22017,1095,3,High Risk
22019,561,3,High Risk
22021,195,2,Medium Risk
22023,191,2,Medium Risk
22025,230,2,Medium Risk
22027,300,2,Medium Risk
22029,227,2,Medium Risk
22031,372,2,Medium Risk
22033,298,2,Medium Risk
22035,190,2,Medium Risk
22037,102,1,Low Risk
22039,163,2,Medium Risk
22041,289,2,Medium Risk
22043,262,2,Medium Risk
22045,180,2,Medium Risk
22047,132,1,Low Risk
22049,236,2,Medium Risk
22051,336,2,Medium Risk
22053,196,2,Medium Risk
22055,230,2,Medium Risk
22057,219,2,Medium Risk
22059,201,2,Medium Risk
22061,345,2,Medium Risk
22063,235,2,Medium Risk
22065,198,2,Medium Risk
22067,326,2,Medium Risk
22069,429,3,High Risk
22071,210,2,Medium Risk
22073,511,3,High Risk
22075,169,2,Medium Risk
22077,157,2,Medium Risk
22079,388,2,Medium Risk
22081,231,2,Medium Risk
22083,259,2,Medium Risk
22085,284,2,Medium Risk
22087,147,1,Low Risk
22089,173,2,Medium Risk
22091,85,1,Low Risk
22093,79,1,Low Risk
22095,101,1,Low Risk
22097,263,2,Medium Risk
22099,155,2,Medium Risk
22101,170,2,Medium Risk
22103,429,3,High Risk
22105,273,2,Medium Risk
22107,193,2,Medium Risk
22109,232,2,Medium Risk
22111,388,2,Medium Risk
22113,215,2,Medium Risk
22115,254,2,Medium Risk
22117,200,2,Medium Risk
22119,436,3,High Risk
22121,67,1,Low Risk
22123,216,2,Medium Risk
22125,91,1,Low Risk
22127,282,2,Medium Risk
23001,439,3,High Risk
23003,1450,4,Very High Risk
23005,1027,3,High Risk
23007,695,3,High Risk
23009,572,3,High Risk
23011,530,3,High Risk
23013,312,2,Medium Risk
23015,338,2,Medium Risk
23017,898,3,High Risk
23019,1037,3,High Risk
23021,836,3,High Risk
23023,328,2,Medium Risk
23025,1023,3,High Risk
23027,590,3,High Risk
23029,768,3,High Risk
23031,945,3,High Risk
24001,661,3,High Risk
24003,1266,4,Very High Risk
24005,1714,4,Very High Risk
24009,516,3,High Risk
24011,574,3,High Risk
24013,682,3,High Risk
24015,1173,4,Very High Risk
24017,904,3,High Risk
24019,250,2,Medium Risk
24021,1000,3,High Risk
24023,408,3,High Risk
24025,663,3,High Risk
24027,502,3,High Risk
24029,1032,3,High Risk
24031,1018,3,High Risk
24033,865,3,High Risk
24035,1099,4,Very High Risk
24037,902,3,High Risk
24039,191,2,Medium Risk
24041,608,3,High Risk
24043,699,3,High Risk
24045,283,2,Medium Risk
24047,344,2,Medium Risk
24510,490,3,High Risk
25001,501,3,High Risk
25003,1087,3,High Risk
25005,810,3,High Risk
25007,209,2,Medium Risk
25009,956,3,High Risk
25011,823,3,High Risk
25013,971,3,High Risk
25015,741,3,High Risk
25017,1385,4,Very High Risk
25019,247,2,Medium Risk
25021,1624,4,Very High Risk
25023,1029,3,High Risk
25025,466,3,High Risk
25027,1240,4,Very High Risk
26001,154,2,Medium Risk
26003,472,3,High Risk
26005,380,2,Medium Risk
26007,159,2,Medium Risk
26009,247,2,Medium Risk
26011,141,1,Low Risk
26013,372,2,Medium Risk
26015,233,2,Medium Risk
26017,327,2,Medium Risk
26019,140,1,Low Risk
26021,393,2,Medium Risk
26023,283,2,Medium Risk
26025,267,2,Medium Risk
26027,293,2,Medium Risk
26029,63,1,Low Risk
26031,159,2,Medium Risk
26033,56,1,Low Risk
26035,151,2,Medium Risk
26037,191,2,Medium Risk
26039,156,2,Medium Risk
26041,397,2,Medium Risk
26043,340,2,Medium Risk
26045,213,2,Medium Risk
26047,187,2,Medium Risk
26049,643,3,High Risk
26051,131,1,Low Risk
26053,488,3,High Risk
26055,213,2,Medium Risk
26057,159,2,Medium Risk
26059,262,2,Medium Risk
26061,668,3,High Risk
26063,327,2,Medium Risk
26065,229,2,Medium Risk
26067,175,2,Medium Risk
26069,159,2,Medium Risk
26071,287,2,Medium Risk
26073,187,2,Medium Risk
26075,239,2,Medium Risk
26077,291,2,Medium Risk
26079,186,2,Medium Risk
26081,359,2,Medium Risk
26083,299,2,Medium Risk
26085,145,1,Low Risk
26087,381,2,Medium Risk
26089,212,2,Medium Risk
26091,476,3,High Risk
26093,417,3,High Risk
26095,287,2,Medium Risk
26097,39,0,Very Low Risk
26099,617,3,High Risk
26101,177,2,Medium Risk
26103,696,3,High Risk
26105,201,2,Medium Risk
26107,154,2,Medium Risk
26109,335,2,Medium Risk
26111,305,2,Medium Risk
26113,137,1,Low Risk
26115,421,3,High Risk
26117,195,2,Medium Risk
26119,139,1,Low Risk
26121,272,2,Medium Risk
26123,193,2,Medium Risk
26125,828,3,High Risk
26127,198,2,Medium Risk
26129,170,2,Medium Risk
26131,465,3,High Risk
26133,138,1,Low Risk
26135,139,1,Low Risk
26137,220,2,Medium Risk
26139,340,2,Medium Risk
26141,132,1,Low Risk
26143,175,2,Medium Risk
26145,466,3,High Risk
26147,421,3,High Risk
26149,298,2,Medium Risk
26151,300,2,Medium Risk
26153,369,2,Medium Risk
26155,285,2,Medium Risk
26157,359,2,Medium Risk
26159,286,2,Medium Risk
26161,682,3,High Risk
26163,722,3,High Risk
26165,158,2,Medium Risk
27001,397,2,Medium Risk
27003,466,3,High Risk
27005,667,3,High Risk
27007,690,3,High Risk
27009,242,2,Medium Risk
27011,308,2,Medium Risk
27013,426,3,High Risk
27015,316,2,Medium Risk
27017,334,2,Medium Risk
27019,450,3,High Risk
27021,531,3,High Risk
27023,311,2,Medium Risk
27025,222,2,Medium Risk
27027,519,3,High Risk
27029,453,3,High Risk
27031,345,2,Medium Risk
27033,419,3,High Risk
27035,451,3,High Risk
27037,555,3,High Risk
27039,363,2,Medium Risk
27041,358,2,Medium Risk
27043,351,2,Medium Risk
27045,458,3,High Risk
27047,375,2,Medium Risk
27049,393,2,Medium Risk
27051,365,2,Medium Risk
27053,917,3,High Risk
27055,306,2,Medium Risk
27057,374,2,Medium Risk
27059,256,2,Medium Risk
27061,556,3,High Risk
27063,439,3,High Risk
27065,224,2,Medium Risk
27067,417,3,High Risk
27069,487,3,High Risk
27071,249,2,Medium Risk
27073,370,2,Medium Risk
27075,403,3,High Risk
27077,305,2,Medium Risk
27079,276,2,Medium Risk
27081,363,2,Medium Risk
27083,498,3,High Risk
27085,575,3,High Risk
27087,333,2,Medium Risk
27089,654,3,High Risk
27091,343,2,Medium Risk
27093,358,2,Medium Risk
27095,275,2,Medium Risk
27097,331,2,Medium Risk
27099,439,3,High Risk
27101,366,2,Medium Risk
27103,304,2,Medium Risk
27105,507,3,High Risk
27107,440,3,High Risk
27109,650,3,High Risk
27111,1012,3,High Risk
27113,285,2,Medium Risk
27115,317,2,Medium Risk
27117,407,3,High Risk
27119,1036,3,High Risk
27121,327,2,Medium Risk
27123,386,2,Medium Risk
27125,330,2,Medium Risk
27127,356,2,Medium Risk
27129,400,2,Medium Risk
27131,379,2,Medium Risk
27133,422,3,High Risk
27135,481,3,High Risk
27137,1277,4,Very High Risk
27139,474,3,High Risk
27141,327,2,Medium Risk
27143,319,2,Medium Risk
27145,683,3,High Risk
27147,269,2,Medium Risk
27149,295,2,Medium Risk
27151,323,2,Medium Risk
27153,304,2,Medium Risk
27155,270,2,Medium Risk
27157,393,2,Medium Risk
27159,353,2,Medium Risk
27161,290,2,Medium Risk
27163,381,2,Medium Risk
27165,255,2,Medium Risk
27167,464,3,High Risk
27169,461,3,High Risk
27171,592,3,High Risk
27173,281,2,Medium Risk
28001,285,2,Medium Risk
28003,242,2,Medium Risk
28005,132,1,Low Risk
28007,329,2,Medium Risk
28009,129,1,Low Risk
28011,417,3,High Risk
28013,202,2,Medium Risk
28015,284,2,Medium Risk
28017,205,2,Medium Risk
28019,185,2,Medium Risk
28021,225,2,Medium Risk
28023,351,2,Medium Risk
28025,207,2,Medium Risk
28027,225,2,Medium Risk
28029,437,3,High Risk
28031,318,2,Medium Risk
28033,395,2,Medium Risk
28035,564,3,High Risk
28037,212,2,Medium Risk
28039,129,1,Low Risk
28041,164,2,Medium Risk
28043,313,2,Medium Risk
28045,236,2,Medium Risk
28047,324,2,Medium Risk
28049,845,3,High Risk
28051,281,2,Medium Risk
28053,170,2,Medium Risk
28055,144,1,Low Risk
28057,245,2,Medium Risk
28059,238,2,Medium Risk
28061,388,2,Medium Risk
28063,208,2,Medium Risk
28065,305,2,Medium Risk
28067,667,3,High Risk
28069,250,2,Medium Risk
28071,236,2,Medium Risk
28073,436,3,High Risk
28075,560,3,High Risk
28077,315,2,Medium Risk
28079,358,2,Medium Risk
28081,471,3,High Risk
28083,302,2,Medium Risk
28085,402,2,Medium Risk
28087,431,3,High Risk
28089,572,3,High Risk
28091,364,2,Medium Risk
28093,217,2,Medium Risk
28095,300,2,Medium Risk
28097,221,2,Medium Risk
28099,429,3,High Risk
28101,420,3,High Risk
28103,269,2,Medium Risk
28105,283,2,Medium Risk
28107,258,2,Medium Risk
28109,244,2,Medium Risk
28111,161,2,Medium Risk
28113,216,2,Medium Risk
28115,261,2,Medium Risk
28117,207,2,Medium Risk
28119,112,1,Low Risk
28121,835,3,High Risk
28123,413,3,High Risk
28125,167,2,Medium Risk
28127,393,2,Medium Risk
28129,434,3,High Risk
28131,142,1,Low Risk
28133,321,2,Medium Risk
28135,191,2,Medium Risk
28137,192,2,Medium Risk
28139,202,2,Medium Risk
28141,239,2,Medium Risk
28143,182,2,Medium Risk
28145,226,2,Medium Risk
28147,131,1,Low Risk
28149,514,3,High Risk
28151,367,2,Medium Risk
28153,189,2,Medium Risk
28155,235,2,Medium Risk
28157,78,1,Low Risk
28159,252,2,Medium Risk
28161,161,2,Medium Risk
28163,413,3,High Risk
29001,270,2,Medium Risk
29003,243,2,Medium Risk
29005,341,2,Medium Risk
29007,299,2,Medium Risk
29009,700,3,High Risk
29011,475,3,High Risk
29013,301,2,Medium Risk
29015,412,3,High Risk
29017,491,3,High Risk
29019,611,3,High Risk
29021,408,3,High Risk
29023,620,3,High Risk
29025,223,2,Medium Risk
29027,425,3,High Risk
29029,482,3,High Risk
29031,727,3,High Risk
29033,270,2,Medium Risk
29035,426,3,High Risk
29037,576,3,High Risk
29039,321,2,Medium Risk
29041,305,2,Medium Risk
29043,638,3,High Risk
29045,386,2,Medium Risk
29047,704,3,High Risk
29049,299,2,Medium Risk
29051,319,2,Medium Risk
29053,371,2,Medium Risk
29055,334,2,Medium Risk
29057,329,2,Medium Risk
29059,408,3,High Risk
29061,363,2,Medium Risk
29063,268,2,Medium Risk
29065,303,2,Medium Risk
29067,611,3,High Risk
29069,365,2,Medium Risk
29071,580,3,High Risk
29073,332,2,Medium Risk
29075,221,2,Medium Risk
29077,1420,4,Very High Risk
29079,343,2,Medium Risk
29081,285,2,Medium Risk
29083,429,3,High Risk
29085,297,2,Medium Risk
29087,210,2,Medium Risk
29089,254,2,Medium Risk
29091,678,3,High Risk
29093,242,2,Medium Risk
29095,1069,3,High Risk
29097,717,3,High Risk
29099,535,3,High Risk
29101,578,3,High Risk
29103,214,2,Medium Risk
29105,548,3,High Risk
29107,395,2,Medium Risk
29109,515,3,High Risk
29111,310,2,Medium Risk
29113,385,2,Medium Risk
29115,235,2,Medium Risk
29117,291,2,Medium Risk
29119,478,3,High Risk
29121,288,2,Medium Risk
29123,211,2,Medium Risk
29125,249,2,Medium Risk
29127,299,2,Medium Risk
29129,204,2,Medium Risk
29131,376,2,Medium Risk
29133,402,2,Medium Risk
29135,266,2,Medium Risk
29137,261,2,Medium Risk
29139,318,2,Medium Risk
29141,425,3,High Risk
29143,434,3,High Risk
29145,660,3,High Risk
29147,444,3,High Risk
29149,300,2,Medium Risk
29151,271,2,Medium Risk
29153,505,3,High Risk
29155,270,2,Medium Risk
29157,448,3,High Risk
29159,358,2,Medium Risk
29161,408,3,High Risk
29163,310,2,Medium Risk
29165,566,3,High Risk
29167,638,3,High Risk
29169,426,3,High Risk
29171,187,2,Medium Risk
29173,259,2,Medium Risk
29175,206,2,Medium Risk
29177,267,2,Medium Risk
29179,223,2,Medium Risk
29181,483,3,High Risk
29183,686,3,High Risk
29185,339,2,Medium Risk
29186,245,2,Medium Risk
29187,314,2,Medium Risk
29189,993,3,High Risk
29195,342,2,Medium Risk
29197,137,1,Low Risk
29199,330,2,Medium Risk
29201,551,3,High Risk
29203,379,2,Medium Risk
29205,221,2,Medium Risk
29207,545,3,High Risk
29209,525,3,High Risk
29211,217,2,Medium Risk
29213,527,3,High Risk
29215,469,3,High Risk
29217,482,3,High Risk
29219,299,2,Medium Risk
29221,349,2,Medium Risk
29223,533,3,High Risk
29225,623,3,High Risk
29227,170,2,Medium Risk
29229,546,3,High Risk
29510,335,2,Medium Risk
30001,227,2,Medium Risk
30003,508,3,High Risk
30005,324,2,Medium Risk
