YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201801,121791,728991,2,1.49,"SSE","CAMBRIDGE SPGS",41.7806,-80.0574,4146836,803444
201801,121791,728991,3,1.97,"W","CAMBRIDGE SPGS",41.8021,-80.1082,4148126,806492
201801,121791,728991,4,2.02,"W","MEADVILLE ARPT",41.6341,-80.2387,4138046,8014322
201801,121791,728991,5,2.09,"N","CUSTARDS",41.5602,-80.1727,4133612,8010362
201801,121791,728991,6,.8,"E","PETTIS",41.5787,-80.0546,4134722,803276
201801,121814,729124,1,0,"N","FALLSBURG",38.17,-82.67,3810200,8240200
201801,121814,729125,1,2.07,"S","ASHLAND",38.44,-82.63,3826400,8237800
201801,121815,729126,1,.88,"NW","DOBBSTON",38.56,-82.43,3833600,8225800
201801,121816,729127,1,.42,"SSW","MALTA",39.6449,-81.8742,3938694,8152452
201801,121816,729127,2,.36,"NNE","MC CONNELSVILLE",39.6549,-81.8475,3939294,8150850
201801,121816,729127,3,1.28,"NE","STOCKPORT BLD EGL AR",39.5613,-81.7609,3933678,8145654
201801,121816,729127,4,.24,"S","STOCKPORT",39.5465,-81.8001,3932790,8148006
201801,121819,729175,1,1.5,"ESE","EAST LAS VEGAS",36.1081,-115.0474,366486,1152844
201804,123173,738549,2,0,"N","DARNELL",32.68,-91.45,3240800,9127000
201804,123173,738551,1,1.38,"S","SHELBURN",32.86,-91.22,3251600,9113200
201804,123173,738551,2,1.88,"ENE","ATHERTON",32.71,-91.14,3242600,918400
201801,121819,729175,2,1.52,"ESE","EAST LAS VEGAS",36.1081,-115.047,366486,1152820
201801,121819,729175,3,1.54,"ESE","EAST LAS VEGAS",36.1078,-115.047,366468,1152820
201801,121819,729175,4,1.51,"ESE","EAST LAS VEGAS",36.1079,-115.0475,366474,1152850
201801,121819,729188,1,3.37,"NW","MOAPA",36.7035,-114.6741,3642210,11440446
201801,121819,729188,2,3.13,"NW","MOAPA",36.7052,-114.6656,3642312,11439936
201801,121819,729188,3,3.35,"NW","MOAPA",36.7073,-114.6686,3642438,11440116
201801,121819,729188,4,3.45,"NW","MOAPA",36.7048,-114.6746,3642288,11440476
201801,121819,729193,1,1.68,"ESE","WANN",36.2183,-115.0936,3613098,1155616
201801,121819,729193,2,1.77,"ESE","WANN",36.2162,-115.0932,3612972,1155592
201801,121819,729193,3,2.89,"SW","(LSV)NELLIS AFB LAS",36.2175,-115.0627,3613050,1153762
201801,121819,729193,4,2.83,"SW","(LSV)NELLIS AFB LAS",36.2187,-115.0627,3613122,1153762
201801,121820,729174,1,8.04,"W","RYAN",36.2985,-116.812,3617910,11648720
201801,121820,729174,2,3.26,"WNW","BEATTY JCT",36.6043,-116.9804,3636258,11658824
201801,121820,729174,3,3.42,"WNW","BEATTY JCT",36.6055,-116.9829,3636330,11658974
201801,121820,729174,4,3.84,"WNW","BEATTY JCT",36.5928,-116.9974,3635568,11659844
201801,121820,729174,5,9.06,"WSW","RYAN",36.2854,-116.827,3617124,11649620
201801,121827,736884,1,.86,"SE","DEGOLIA",41.91,-78.66,4154600,7839600
201801,121827,736884,2,.82,"E","DEGOLIA",41.9201,-78.654,4155206,7839240
201801,121827,736884,3,1.38,"SSW","CORWINS CORNERS",41.9116,-78.6104,4154696,7836624
201801,121827,736884,4,1.11,"NNE","HOWARD",41.894,-78.6195,4153640,7837170
201801,121884,729528,1,0,"N","LEQUIRE",35.1,-95.1,356000,956000
201801,121885,729529,1,.16,"N","HUNTINGTON",35.0823,-94.2695,354938,9416170
201801,121885,729529,2,1.59,"NNW","CROSSROADS",35.1407,-94.2124,358442,9412744
201801,121885,729530,1,.75,"N","SUB ROSA",35.3909,-93.9501,3523454,9357006
201801,121885,729530,2,.72,"S","POPING",35.4397,-93.9022,3526382,9354132
201801,121885,729947,1,5,"SE","GREENWOOD",35.1688,-94.2074,3510128,9412444
201801,121885,729948,1,5,"NE","CHARLESTON",35.3512,-93.9673,3521072,9358038
201801,121919,729845,1,1.88,"SSE","EMERYVILLE",37.8253,-122.2656,3749518,12215936
201801,121919,729845,2,1.89,"SSE","EMERYVILLE",37.8253,-122.2654,3749518,12215924
201801,121919,729845,3,1.9,"SSE","EMERYVILLE",37.8251,-122.2655,3749506,12215930
201801,121919,729845,4,1.89,"SSE","EMERYVILLE",37.8251,-122.2656,3749506,12215936
201801,121919,729846,1,2.81,"NE","SAN FRANCISCO",37.7733,-122.4078,3746398,12224468
201801,121919,729846,2,2.81,"NE","SAN FRANCISCO",37.7733,-122.4079,3746398,12224474
201801,121919,729846,3,2.8,"NE","SAN FRANCISCO",37.7732,-122.4079,3746392,12224474
201801,121919,729846,4,2.81,"NE","SAN FRANCISCO",37.7732,-122.4078,3746392,12224468
201801,121919,729847,1,2.96,"NE","OCEAN VIEW",37.7503,-122.3918,3745018,12223508
201801,121919,729847,2,2.94,"NE","OCEAN VIEW",37.7505,-122.3924,3745030,12223544
201801,121919,729847,3,2.92,"NE","OCEAN VIEW",37.7501,-122.3924,3745006,12223544
201801,121919,729847,4,2.94,"NE","OCEAN VIEW",37.7501,-122.3921,3745006,12223526
201801,121919,729848,1,.46,"N","WALNUT CREEK",37.9067,-122.0702,3754402,1224212
201801,121919,729848,2,.49,"N","WALNUT CREEK",37.9071,-122.0703,3754426,1224218
201801,121919,729848,3,.48,"N","WALNUT CREEK",37.907,-122.0706,3754420,1224236
201801,121610,727959,1,2.33,"SSW","UTICA",40.2,-82.47,4012000,8228200
201801,121612,727846,1,1.07,"W","HEBRON",39.07,-84.7,394200,8442000
201801,121628,727940,1,1.78,"SE","BUXTON",35.25,-75.53,3515000,7531800
201801,121628,727942,1,.89,"SW","BUXTON",35.26,-75.56,3515600,7533600
201801,121628,727944,1,1.15,"E","AVON",35.3473,-75.4999,3520838,7529994
201801,121628,727948,1,1.2,"N","FRISCO",35.2473,-75.629,3514838,7537740
201801,121657,731202,1,1.27,"ENE","LOMA RICA",39.33,-121.4,3919800,12124000
201801,121701,728486,1,.37,"E","YANTIS",32.931,-95.5637,3255860,9533822
201801,121701,728487,1,2.42,"WSW","ROCK HILL",32.87,-95.54,3252200,9532400
201801,121701,728488,1,1.61,"WNW","WINNSBORO",32.9599,-95.3051,3257594,9518306
201801,121701,728491,1,1.46,"NW","WINNSBORO",32.9641,-95.2989,3257846,9517934
201801,121701,728492,1,1.01,"SE","MT PLEASANT",33.1583,-94.9696,339498,9458176
201801,121701,728494,1,2.37,"NE","MT PLEASANT",33.1942,-94.9511,3311652,9457066
201801,121701,728495,1,4.06,"NW","ADBRA",33.2159,-95.0737,3312954,954422
201801,121701,728496,1,2.19,"WNW","GREEN HILL",33.263,-95.0346,3315780,952076
201801,121701,728503,1,2.5,"NW","COLLEGE HILL",33.4474,-94.6484,3326844,9438904
201801,121701,728503,2,1.62,"S","BETHLEHEM",33.5266,-94.571,3331596,9434260
201801,121701,728504,1,.73,"WSW","LIBERTY HILL",33.5655,-94.5114,3333930,9430684
201801,121701,728504,2,.21,"W","LIBERTY HILL",33.57,-94.5037,3334200,9430222
201801,121701,728505,1,.91,"SW","PRICE",32.12,-94.94,327200,9456400
201801,121706,728507,1,3.02,"SE","LANESPORT",33.6222,-94.4294,3337332,9425764
201801,121706,728507,2,1.17,"ENE","WALLACE",33.6864,-94.3512,3341184,9421072
201801,121716,728600,1,1.2,"N","OPAL",37.0474,-93.8293,372844,9349758
201801,121716,728600,2,2.41,"SSE","MT VERNON",37.0659,-93.8213,373954,9349278
201801,121716,728601,1,1.3,"ENE","GROVESPRING",37.41,-92.6,3724600,9236000
201801,121716,728602,1,2.76,"S","FUSON",37.29,-92.5,3717400,9230000
201801,121716,728603,1,2.07,"S","TURKEY RIDGE",37.79,-92.33,3747400,9219800
201801,121716,728604,1,.88,"SE","VANZANT",36.96,-92.31,3657600,9218600
201801,121771,733198,1,2.03,"W","HOGANSBURG",44.9708,-74.6716,4458248,7440296
201801,121771,733198,2,1.66,"NW","HOGANSBURG",44.9839,-74.6577,4459034,7439462
201801,121771,733198,3,1.1,"NW","HOGANSBURG",44.9802,-74.6474,4458812,7438844
201801,121771,733198,4,1.71,"W","HOGANSBURG",44.9702,-74.6651,4458212,7439906
201801,121771,733199,1,1.19,"W","FT COVINGTON",44.9815,-74.4943,4458890,7429658
201804,123173,738552,1,.69,"S","ALSATIA",32.61,-91.18,3236600,9110800
201804,123173,738547,2,1.49,"ESE","BASTROP",32.7734,-91.8756,3246404,9152536
201804,123173,738548,1,1.8,"SW","TWIN OAKS",32.86,-91.82,3251600,9149200
201804,123173,738548,2,1.28,"N","TWIN OAKS",32.8986,-91.7988,3253916,9147928
201801,121919,729848,4,.46,"N","WALNUT CREEK",37.9067,-122.0704,3754402,1224224
201801,121919,729849,1,3.51,"NW","SPRECKELS",36.6587,-121.6911,3639522,12141466
201801,121919,729849,2,3.56,"NW","SPRECKELS",36.6591,-121.6919,3639546,12141514
201801,121919,729849,3,3.55,"NW","SPRECKELS",36.6587,-121.6923,3639522,12141538
201801,121919,729849,4,3.53,"NW","SPRECKELS",36.6585,-121.6918,3639510,12141508
201801,121919,730255,1,2.53,"NE","OCEAN VIEW",37.7497,-122.403,3744982,12224180
201801,121919,730255,2,2.52,"NE","OCEAN VIEW",37.7497,-122.4034,3744982,12224204
201801,121919,730255,3,2.51,"NE","OCEAN VIEW",37.7495,-122.4034,3744970,12224204
201801,121919,730255,4,2.51,"NE","OCEAN VIEW",37.7495,-122.4031,3744970,12224186
201801,121919,730256,1,1.13,"ENE","SANTA CRUZ",36.9886,-122.0027,3659316,122162
201801,121919,730256,2,1.12,"ENE","SANTA CRUZ",36.9888,-122.003,3659328,122180
201801,121919,730256,3,1.09,"ENE","SANTA CRUZ",36.9886,-122.0033,3659316,122198
201801,121919,730256,4,1.1,"ENE","SANTA CRUZ",36.9885,-122.0031,3659310,122186
201801,121919,730257,1,.26,"S","CASTROVILLE",36.7662,-121.7499,3645972,12144994
201801,121919,730257,2,.26,"S","CASTROVILLE",36.7662,-121.7495,3645972,12144970
201801,121919,730257,3,.27,"S","CASTROVILLE",36.7661,-121.7496,3645966,12144976
201801,121919,730257,4,.27,"S","CASTROVILLE",36.7661,-121.7498,3645966,12144988
201801,121919,730258,1,.49,"ESE","SAN JOSE",37.328,-121.8714,3719680,12152284
201801,121919,730258,2,.49,"ESE","SAN JOSE",37.3278,-121.8716,3719668,12152296
201801,121919,730258,3,.48,"ESE","SAN JOSE",37.328,-121.8717,3719680,12152302
201801,121919,730258,4,.48,"ESE","SAN JOSE",37.328,-121.8716,3719680,12152296
201801,121919,730259,1,.96,"NNW","ALAMO",37.8634,-122.0345,3751804,1222070
201801,121919,730259,2,.95,"NNW","ALAMO",37.8633,-122.0348,3751798,1222088
201801,121919,730259,3,.98,"NNW","ALAMO",37.8636,-122.0352,3751816,1222112
201801,121919,730259,4,.98,"NNW","ALAMO",37.8637,-122.0347,3751822,1222082
201804,123173,738549,1,.9,"NE","PIONEER",32.74,-91.42,3244400,9125200
201804,123173,738547,1,1.33,"E","PT PLEASANT",32.7704,-91.927,3246224,9155620
201801,121771,733199,2,2.13,"WNW","FT COVINGTON",44.9949,-74.5082,4459694,7430492
201801,121771,733199,3,1.79,"NW","FT COVINGTON",44.9971,-74.4977,4459826,7429862
201801,121771,733199,4,1.12,"WNW","FT COVINGTON",44.9884,-74.4897,4459304,7429382
201801,121773,733122,1,.44,"NNW","JOHNSON",44.6357,-72.6839,4438142,7241034
201801,121773,733122,2,.47,"NNW","JOHNSON",44.6364,-72.6828,4438184,7240968
201801,121773,733122,3,.41,"N","JOHNSON",44.6359,-72.6812,4438154,7240872
201801,121773,733122,4,.37,"NNW","JOHNSON",44.6353,-72.6818,4438118,7240908
201801,121773,733122,5,.39,"NNW","JOHNSON",44.6354,-72.6826,4438124,7240956
201801,121773,733131,1,1.61,"S","SWANTON",44.8968,-73.1175,4453808,737050
201801,121773,733131,2,1.17,"SW","SWANTON",44.9063,-73.1341,4454378,738046
201801,121773,733131,3,1.2,"NE","MAQUAM",44.9342,-73.1359,4456052,738154
201801,121773,733131,4,1.24,"WNW","AUSTIN ARPT",44.9379,-73.1227,4456274,737362
201801,121789,728986,1,1.63,"SE","MILAN",41.2815,-82.6007,4116890,8236042
201801,121789,728986,2,.49,"WSW","MILAN",41.2984,-82.6291,4117904,8237746
201801,121789,728986,3,1.56,"ENE","MILAN HOMESTEAD ARPT",41.3272,-82.5916,4119632,8235496
201801,121789,728986,4,2.28,"E","MILAN HOMESTEAD ARPT",41.3253,-82.5767,4119518,8234602
201801,121789,728987,1,0,"N","FAIRVIEW",41.47,-81.85,4128200,8151000
201801,121789,728987,2,1.34,"NNE","FAIRVIEW",41.4885,-81.8423,4129310,8150538
201801,121789,728987,3,1.56,"WNW","LAKEWOOD",41.4918,-81.8257,4129508,8149542
201801,121789,728987,4,1.76,"SSW","LAKEWOOD",41.4564,-81.8128,4127384,8148768
201801,121789,728988,1,1.48,"NNW","BELLE VERNON",40.95,-83.21,4057000,8312600
201801,121789,728988,2,2.52,"NNE","CRAWFORD",40.9556,-83.3196,4057336,8319176
201801,121789,728988,3,2.7,"NNE","MC CUTCHENVILLE",41.0146,-83.2259,41876,8313554
201801,121789,728988,4,2.2,"NE","MEXICO",41.0012,-83.1487,4172,838922
201801,121790,728989,1,0,"N","PAINESVILLE",41.73,-81.25,4143800,8115000
201804,123204,738687,1,.55,"E","ESCO",37.37,-82.54,3722200,8232400
201802,121976,730470,1,0,"N","CRANKS",36.77,-83.17,3646200,8310200
201804,123210,738779,1,.88,"NE","SUMMERSVILLE",37.33,-85.54,3719800,8532400
201804,123210,738780,1,1.79,"ESE","HOBSON",37.41,-85.34,3724600,8520400
201802,121976,736261,1,0,"N","MAYKING",37.13,-82.75,377800,8245000
201802,121976,736261,2,.62,"SE","SERGENT",37.1429,-82.7431,378574,8244586
201804,123210,738785,1,2.07,"N","BUFFALO",37.55,-85.7,3733000,8542000
201804,123210,738786,1,.88,"NE","SUMMERSVILLE",37.33,-85.54,3719800,8532400
201804,123210,738815,1,3.07,"WNW","HARMONS LICK",37.54,-84.53,3732400,8431800
201804,123210,738816,1,2.15,"NE","KINGS MTN",37.39,-84.67,3723400,8440200
201801,121919,730260,1,.88,"SE","WALNUT CREEK",37.89,-122.06,3753400,1223600
201802,121976,730470,2,.86,"ENE","FRESH MEADOWS",36.8342,-83.3554,3650052,8321324
201802,121976,735057,3,1.07,"N","NERO",37.7653,-82.7473,3745918,8244838
201804,123204,738687,2,1.49,"NNW","MANCO",37.29,-82.51,3717400,8230600
201804,123204,739071,1,0,"N","MC KEE",37.43,-84,3725800,8400
201802,121976,730470,4,1.72,"SSE","BLACK MTN",36.8275,-83.1367,3649650,838202
201802,121976,730471,1,0,"N","CUMBERLAND",36.97,-82.98,3658200,8258800
201804,123210,738795,1,3.36,"ESE","LILAC",37.54,-86.29,3732400,8617400
201804,123210,738796,1,.55,"E","LEITCHFIELD",37.48,-86.29,3728800,8617400
201802,121976,733315,3,1.83,"SSE","BEVERLY",36.9045,-83.521,3654270,8331260
201802,121976,733315,4,1.04,"SE","BEVERLY",36.9205,-83.5155,3655230,8330930
201802,121976,733316,1,0,"N","SMILAX",37.13,-83.28,377800,8316800
201802,121976,733316,2,.81,"S","ROCKHOUSE",37.1183,-83.43,377098,8325800
201804,123210,738818,1,.55,"W","FRANKLIN",36.72,-86.58,3643200,8634800
201804,123210,738819,1,1.3,"ENE","HAYWOOD",36.96,-85.95,3657600,8557000
201804,123210,738820,1,1.18,"S","WEST NEEDMORE",37.633,-84.8798,3737980,8452788
201804,123210,738817,1,.69,"N","BYBEE",37.74,-84.12,3744400,847200
201802,121976,735055,3,1.74,"ESE","JUSTELL",37.5605,-82.5906,3733630,8235436
201804,123173,738553,1,3.59,"W","DELTA BRIDGE",31.92,-91.46,3155200,9127600
201804,123173,743958,1,1.88,"WNW","ALTO",32.38,-91.9,3222800,9154000
201802,121976,735056,2,1.71,"WNW","BLACKEY",37.1372,-83.0097,378232,83582
201804,123204,738674,1,1.68,"NNW","HELTON",36.9715,-83.394,3658290,8323640
201802,121976,735057,4,.42,"SE","DAWKINS",37.7663,-82.7639,3745978,8245834
201802,121976,735058,1,1.54,"WSW","WOLVERINE",37.5756,-83.4476,3734536,8326856
201804,123204,739080,1,.69,"S","MARROWBONE",37.36,-82.42,3721600,8225200
201804,123204,739080,2,.88,"SE","MARROWBONE",37.36,-82.41,3721600,8224600
201804,123210,738806,1,1.1,"E","HODGENVILLE",37.57,-85.73,3734200,8543800
201802,121976,730472,3,.77,"SSE","LYNCH",36.9596,-82.9152,3657576,8254912
201802,121976,733314,3,2.47,"SE","BINGHAMTON",36.6051,-83.6681,3636306,8340086
201804,123210,738811,1,.69,"S","EASTVIEW",37.57,-86.05,3734200,863000
201802,121976,735056,4,1.74,"E","ULVAH",37.1308,-83.0185,377848,831110
201802,121976,735057,1,.34,"NE","DAWKINS",37.7731,-82.7652,3746386,8245912
201802,121976,735057,2,1.16,"ENE","DAWKINS",37.7739,-82.7494,3746434,8244964
201804,123204,738672,1,1.26,"S","HYDEN",37.1518,-83.3715,379108,8322290
201804,123204,738672,2,0,"N","WOOTON",37.18,-83.3,3710800,8318000
201804,123204,738673,1,.54,"SW","PRINTER",37.5245,-82.7571,3731470,8245426
201804,123210,738781,1,.88,"NW","SADIEVILLE",38.39,-84.54,3823400,8432400
201804,123210,738782,1,1.49,"SSE","BAUGHAM HGTS",37.61,-84.77,3736600,8446200
201802,121976,733314,1,4,"WNW","PINEVILLE",36.7922,-83.7468,3647532,8344808
201804,123210,738808,1,.55,"E","GLENDALE",37.6,-85.91,3736000,8554600
201804,123210,738809,1,.55,"E","HOWARDSTOWN",37.57,-85.59,3734200,8535400
201802,121976,733314,4,3,"W","MIDDLESBORO",36.6,-83.7741,3636000,8346446
201802,121976,733315,1,.81,"SSW","BEVERLY",36.9201,-83.5379,3655206,8332274
201802,121976,733315,2,1.99,"SSW","BEVERLY",36.9039,-83.5451,3654234,8332706
201804,123210,738812,1,.69,"N","LORETTO",37.64,-85.4,3738400,8524000
201804,123210,738813,1,.55,"E","BRADFORDSVILLE",37.5,-85.14,3730000,858400
201802,121976,735055,4,.54,"SSE","BETSY LAYNE",37.5629,-82.6258,3733774,8237548
201804,123204,738661,1,.88,"NW","GORDON FORD",37.89,-83.24,3753400,8314400
201802,121976,735056,3,1.63,"W","BLACKEY",37.131,-83.0097,377860,83582
201804,123204,738664,1,.55,"W","WHITLEY CITY",36.72,-84.48,3643200,8428800
201804,123204,738667,1,2.23,"WSW","FLETCHER",36.9927,-84.0093,3659562,84558
201804,123204,738669,1,1.29,"WNW","WEST PRESTONSBURG",37.68,-82.82,3740800,8249200
201804,123204,738671,1,.32,"NW","CALVIN",36.7235,-83.6238,3643410,8337428
201804,123204,738675,1,2.2,"W","BEARVILLE",37.37,-83.11,3722200,836600
201804,123204,738675,2,1.1,"E","MALLIE",37.3,-82.9,3718000,8254000
201804,123210,738797,1,1.38,"N","BROWNSVILLE",37.2,-86.27,3712000,8616200
201804,123210,738798,1,0,"N","BEE SPG",37.28,-86.28,3716800,8616800
201802,121976,735056,1,1.7,"ENE","ULVAH",37.1362,-83.0201,378172,831206
201804,123210,738787,1,1.49,"NNE","WILSONVILLE",37.62,-84.87,3737200,8452200
201804,123204,738661,2,.88,"NE","CROCKETT",37.99,-83.09,3759400,835400
201804,123204,738662,1,.69,"N","FALCON",37.79,-83,3747400,8300
201804,123204,738665,1,.88,"SW","CORBIN",36.94,-84.11,3656400,846600
201804,123204,738666,1,.88,"SW","GRAY",36.94,-84.01,3656400,84600
201802,121976,733314,2,2,"SE","PINEVILLE",36.7495,-83.6545,3644970,8339270
201804,123210,738810,1,.55,"E","SONORA",37.52,-85.89,3731200,8553400
201801,122053,730685,1,28.83,"NNE","CAPE MENDOCINO",40.8069,-124.1639,4048414,1249834
201802,121976,735058,2,1.51,"SE","KECK",37.5839,-83.3515,3735034,8321090
201804,123204,739081,1,0,"N","VIPER",37.18,-83.15,3710800,839000
201804,123210,738774,1,.69,"S","VINE GROVE",37.79,-85.98,3747400,8558800
201802,121976,735059,3,2.1,"ENE","CONGLETON",37.5592,-83.6835,3733552,8341010
201802,121976,735059,4,.51,"S","PROCTOR",37.5627,-83.72,3733762,8343200
201804,123210,738784,1,1.29,"ESE","HARDINSBURG ARPT",37.77,-86.43,3746200,8625800
201804,123210,738783,1,2.15,"SW","JINGO",37.48,-86.85,3728800,8651000
201804,123204,738662,2,.55,"E","LAKEVILLE",37.72,-83.06,3743200,833600
201802,121976,733316,3,.44,"S","THOUSANDSTICKS",37.1738,-83.4185,3710428,8325110
201804,123210,738820,2,1.21,"S","ATOKA",37.6327,-84.8731,3737962,8452386
201804,123210,738775,1,.69,"N","VINE GROVE",37.81,-85.98,3748600,8558800
201802,121976,730471,2,.12,"SW","SAND HILL",36.9689,-83.0016,3658134,8396
201804,123210,738801,1,2.3,"WSW","NOLIN",37.54,-85.94,3732400,8556400
201804,123210,738800,1,.88,"NW","BEE SPG",37.29,-86.29,3717400,8617400
201802,121976,733316,4,.56,"ENE","BROWN CHAPEL",37.1734,-83.2908,3710404,8317448
201804,123210,738821,1,2.22,"SSE","LILAC",37.5201,-86.3349,3731206,8620094
201802,121976,735058,4,1.77,"NE","CANOE",37.4688,-83.4281,3728128,8325686
201802,121976,735059,1,0,"N","BEATTYVILLE",37.58,-83.72,3734800,8343200
201802,121976,735058,3,.7,"NNW","CLAYHOLE",37.4799,-83.3027,3728794,8318162
201804,123210,738777,1,1.3,"ENE","BONNIEVILLE",37.38,-85.9,3722800,8554000
201804,123210,738776,1,2.74,"E","HOWARDSTOWN",37.57,-85.55,3734200,8533000
201802,121976,736261,3,.66,"S","KONA",37.1405,-82.7303,378430,8243818
201802,121976,736261,4,.92,"ENE","BILVIA",37.1331,-82.7337,377986,8244022
201804,123210,738788,1,1.75,"NW","RENAKER",38.49,-84.44,3829400,8426400
201802,121976,730471,3,.65,"NNE","SAND HILL",36.979,-82.9967,3658740,8259802
201804,123210,738802,1,1.3,"ESE","NOLIN",37.54,-85.88,3732400,8552800
201804,123210,738803,1,1.1,"W","GLENDALE JCT",37.58,-85.89,3734800,8553400
201808,130481,780980,1,1.5,"NNE","MAYPORT NAS",30.42,-81.41,3025200,8124600
201808,130483,781007,1,0,"N","HAZELHURST",31.87,-82.6,3152200,8236000
201804,123204,738676,1,.88,"SE","HARLAN MEM ARPT",36.86,-83.36,3651600,8321600
201804,123210,738814,1,.88,"NE","CHILTON",37.48,-84.96,3728800,8457600
201802,121976,733317,1,.33,"E","SCIENCE HILL",37.1807,-84.6141,3710842,8436846
201802,121976,733317,2,2.59,"S","ETNA",37.1927,-84.5747,3711562,8434482
201802,121976,733317,3,2.01,"W","DABNEY",37.1774,-84.5664,3710644,8433984
201802,121976,733317,4,1.22,"SE","SCIENCE HILL",37.168,-84.6038,3710080,8436228
201802,121976,733318,1,2,"W","HOLLYHILL",36.67,-84.3561,3640200,8421366
201802,121976,733318,2,.97,"NE","HOLLYHILL",36.6795,-84.3072,3640770,8418432
201802,121976,733318,3,1.53,"ESE","HOLLYHILL",36.661,-84.2948,3639660,8417688
201802,121976,733318,4,1.68,"SW","HOLLYHILL",36.6521,-84.3404,3639126,8420424
201802,121976,733319,1,0,"N","BARBOURVILLE",36.87,-83.88,3652200,8352800
201802,121976,733319,2,1,"SW","BARBOURVILLE",36.8598,-83.8928,3651588,8353568
201802,121976,733319,3,1.22,"S","BARBOURVILLE",36.8524,-83.8789,3651144,8352734
201802,121976,733319,4,.82,"ESE","BARBOURVILLE",36.864,-83.8672,3651840,8352032
201802,121976,733320,1,0,"N","WOOTON",37.18,-83.3,3710800,8318000
201802,121976,733320,2,1.47,"SE","BROWN CHAPEL",37.1551,-83.2811,379306,8316866
201802,121976,733320,3,1.78,"WSW","BROWN CHAPEL",37.1583,-83.3288,379498,8319728
201802,121976,733320,4,1.52,"W","WOOTON",37.1777,-83.3274,3710662,8319644
201802,121976,733321,1,5,"S","PIKEVILLE",37.4076,-82.52,3724456,8231200
201802,121976,733321,2,.41,"NW","DOUGLAS",37.3838,-82.5558,3723028,8233348
201802,121976,733321,3,1.72,"WSW","GREASY CREEK",37.3747,-82.5107,3722482,8230642
201802,121976,733321,4,1.16,"SSE","RICHAM",37.4048,-82.4909,3724288,8229454
201802,121976,733323,1,0,"N","PIKEVILLE",37.48,-82.52,3728800,8231200
201802,121976,733323,2,1.59,"E","PIKEVILLE",37.4806,-82.491,3728836,8229460
201802,121976,733323,3,1.8,"ESE","PIKEVILLE",37.473,-82.4884,3728380,8229304
201802,121976,733323,4,.56,"SSE","PIKEVILLE",37.4723,-82.517,3728338,8231020
201802,121976,735052,1,3,"NW","HAZARD",37.2807,-83.2386,3716842,8314316
201802,121976,735052,2,.5,"E","HILTON",37.2809,-83.171,3716854,8310260
201802,121976,735052,3,.45,"NE","LOTHAIR",37.255,-83.1747,3715300,8310482
201802,121976,735052,4,.96,"SSW","SUNFIRE",37.2573,-83.2369,3715438,8314214
